delegation/delegator_address,delegation/validator_address,delegation/shares,balance/denom,balance/amount
juno1qqpsh8sqv8q60rkzzhj2a6jqm0vsvyyudvkcsc,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,1000.000000000000000000,ujuno,1000
juno1qqrnzytacq9gah4a8697lfr45wkmrzmpc2nw0l,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,10887001.000000000000000000,ujuno,10887001
juno1qqrealw66hljd36lz20pz7z4z40x33mqh2ds74,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,4018792.000000000000000000,ujuno,4018792
juno1qqk7elgukwektuukjj0rzxvkufe0scaysdlp6z,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,1800000.000000000000000000,ujuno,1800000
juno1qqcwjy45dvqtjdwq49axf80agyhkuwlj6pax6y,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,34000000.000000000000000000,ujuno,34000000
juno1qqmllw7ywtzn5n6cwp5t4m5cd6aljq5rkn5ja2,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,2063082.000000000000000000,ujuno,2063082
juno1qq7u8dl292ujzmsm59zglme2wx7vxhvy8ygkwv,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,20000000.000000000000000000,ujuno,20000000
juno1qp9qzvm8epmuwt4vjd3426h640k8majrc0nl5h,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,100000.000000000000000000,ujuno,100000
juno1qpvem7qvpygc87e0aqtjqz6lx7r3z35ckes86x,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,75050000.000000000000000000,ujuno,75050000
juno1qp5jzq3m49g3qnhrqkc6ft4gh2rc68zlxrcktz,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,27700300.000000000000000000,ujuno,27700300
juno1qzyjzhmav3rehqw52vl6um5x36y2anvhcvzu6e,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,80718478.000000000000000000,ujuno,80718478
juno1qz8t5qdqafvr9rreqvewynl0mvn4cj5374dk8y,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,1000000.000000000000000000,ujuno,1000000
juno1qrq8ue4nxj5j4mgzx7xw3a6t7dm7eucsee34ny,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,8374696.000000000000000000,ujuno,8374696
juno1qrx0fj4w6s44vv0lmejmhkasz7tgxy4yxsj2x5,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,1000.000000000000000000,ujuno,1000
juno1qr823lcemqgljaemn9e89qptjwcenkx3xaqeay,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,25000000.000000000000000000,ujuno,25000000
juno1qrdamdj3ksqpxryk9zcflx5lcm7l7nwt4njtc7,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,33900000.000000000000000000,ujuno,33900000
