delegation/delegator_address,delegation/validator_address,delegation/shares,balance/denom,balance/amount
juno1qqg9z5473z4f842c9nddc2942mj82lw8rfyxxf,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,5301531.000000000000000000,ujuno,5301531
juno1qpwz9katv9jskk53mypcyvfglp6qstcdz3k5nq,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,10000000.000000000000000000,ujuno,10000000
juno1qp59k44d9338qqc2vx4cc8rm0tnfwwvhmklkha,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,26000000.000000000000000000,ujuno,26000000
juno1qpu68rrzcusw7zt0ck07hqr5q08e26syn50pqh,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,1000.000000000000000000,ujuno,1000
juno1qzgl0cmnhwrn9n4874zdgc86czxdepg84j2c6a,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,21300000.000000000000000000,ujuno,21300000
juno1qzthccvl8fdm62t9843fllfntahwztm88tu9a8,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,5000000.000000000000000000,ujuno,5000000
juno1qrvlq6tqkdlv5el80gy696wq7upz2akpt4a87u,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,640000.000000000000000000,ujuno,640000
juno1qrdufmaedcy0ass374t5emtfplhhwn7c2ts2fe,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,3500000.000000000000000000,ujuno,3500000
juno1qydjncwrlz3lyy773a78nhwejj55qx93rguc6z,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,1000.000000000000000000,ujuno,1000
juno1q9gc4exzxa2qqgh08v4lzfjzaqpz4626mglr7g,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,10731000.000000000000000000,ujuno,10731000
juno1q973yp9zajvf3jw4n0wrseusjqf4m89uy7sp34,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,25000.000000000000000000,ujuno,25000
juno1q8dwxh98ean8awcplrchm3uh3uzh9cma4ethyq,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,30000.000000000000000000,ujuno,30000
juno1qgnqssn6ef5zrmqhefelgsjcy7ej7l86qxnz9l,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,1000.000000000000000000,ujuno,1000
juno1qge7yt898l4xvt72rtlcrjn5pyyhe2q06anmtd,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,5000000.000000000000000000,ujuno,5000000
juno1qfxaxksqmhqtf008xjdc8wjrtgc3mhqn92ztz2,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,20000.000000000000000000,ujuno,20000
juno1qf2rw0jl9era23lle4lx6haqqfe7qnyj0xewun,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,20599159.000000000000000000,ujuno,20599159
juno1qfs3h0740qkz2ljxddrxd2vmvzyv948j9wsxh4,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,8956436.000000000000000000,ujuno,8956436
juno1q2g95daqymd7xegqk2z529an8y3cz8ft3vsrjl,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,1500000.000000000000000000,ujuno,1500000
juno1q2glzcjnxu8r3usulev7uqr0kq2md6k0kayjdy,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,37000000.000000000000000000,ujuno,37000000
juno1q2fdplkfjw0q6qfv3j7nx5ssg82kx6hc4dsw8a,junovaloper1x20lytyf6zkcrv5edpkfkn8sz578qg5sujlhnj,1000.000000000000000000,ujuno,1000
