delegation/delegator_address,delegation/validator_address,delegation/shares,balance/denom,balance/amount
juno1qq84kujmpk23m9cfcs0wzmdrxadsy6v4h6f0ue,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,33924002.000000000000000000,ujuno,33924002
juno1qqn662s9unp6jn9u6p5eamvdg8ymumw4yzkdyy,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,114000000.000000000000000000,ujuno,114000000
juno1qpqnajk7ryumrsff59flf3ypy2pufjkj6q8e2m,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,36428740.000000000000000000,ujuno,36428740
juno1qz99lhzsl93kwduutj3rwmsvxsdns0fyt9a4ks,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,120049000.000000000000000000,ujuno,120049000
juno1qzwc5dekr5kk74fqpd0g6f460e5660hlpytkj3,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,36700000.000000000000000000,ujuno,36700000
juno1qz6msdqkz63m2fvdpaaspxn7t0rfwn0zk3p5nv,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,1000.000000000000000000,ujuno,1000
juno1qrytx9vstv2wa3ns0xcuafnqw7w44pkpffs840,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,44200000.000000000000000000,ujuno,44200000
juno1qrh9avszyntwwkmpljmjgdqp0eca3cdlypdr7n,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,21610000.000000000000000000,ujuno,21610000
juno1qrmjzacxz55j3j5ylq6839xacdy3cm6e5nu8y3,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,4047347.000000000000000000,ujuno,4047347
juno1qyypfxarwft6hnd8klnc0c5pt72jrf8q6feha7,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,25000000.000000000000000000,ujuno,25000000
juno1q9ecxyxedlsl34rk5ueculudaswh3xhfz49gp0,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,290000.000000000000000000,ujuno,290000
juno1qxtyxppvuqx4kvq8nvggk3gwcs9p29htuvz4vq,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,1000000.000000000000000000,ujuno,1000000
juno1q8yy90ke60ceu5l54sedq0vvkdzdaqpkxm7285,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,239216.000000000000000000,ujuno,239216
juno1q8yh8sm6hzvdsm63nfuh895xnrs6rhpfdq9gnm,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,29928234.000000000000000000,ujuno,29928234
juno1qgz2q9tlw3m6e4hkx0h86lxu0qym0mgnknhlf5,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,7061431641.000000000000000000,ujuno,7061431641
juno1qgxzwgpznuxhgt94fw8u550k4rhfpw88a43mmg,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,11099937.000000000000000000,ujuno,11099937
juno1qg8f88vrevg8pdelmyhy3esv5t9aatslk6xcfq,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,20404969.000000000000000000,ujuno,20404969
juno1qf248vw0s7uwg6fzvx2hjuv304xnkpwmkcfcyd,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,1000.000000000000000000,ujuno,1000
juno1qftw30kqagcr646myj34y5e7vqpkacmzyp6rv3,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,78301612.000000000000000000,ujuno,78301612
juno1qfwvnxyhmw69nkexfp8rel5fs0y5z9d2003354,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,8416364.000000000000000000,ujuno,8416364
juno1qf0kk85m8wwgypfg7650r2590758tsrhqtgx83,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,4211687.000000000000000000,ujuno,4211687
juno1qf6u93zla4za0gy8ekjly8tfvpmpdgt6xmkxgr,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,100.000000000000000000,ujuno,100
juno1qfucy7548g479yzuf5j3qkge20az6t4qdjlqy7,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,25000558865.000000000000000000,ujuno,25000558865
juno1q2hdfwnrapjy7rag3leln45aapa097cag2vavz,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,200000.000000000000000000,ujuno,200000
juno1q26er9vjuc5hdffuv9h3zgw7pfqvyapxwf6yyt,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,5800000.000000000000000000,ujuno,5800000
juno1qtt0xj29hcj8ypwwa37w74q7lts9z490f09y4n,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,773789932.000000000000000000,ujuno,773789932
juno1qta7wypuwzwp9jed6syfeew27xu4w2ysag3d0c,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,600000000.000000000000000000,ujuno,600000000
juno1qvvcg060txf07ng630x6fez4u3jmhaksuegfyk,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,10000000.000000000000000000,ujuno,10000000
juno1qvdscsa23q55zxr2uc6cjngf54wqnwjnf9kmqq,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,14698860.000000000000000000,ujuno,14698860
juno1qvacs8eavq7lwtvk2u636n5jf93rvx02qpw7tu,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,17271540.000000000000000000,ujuno,17271540
juno1qdzm3qagagx8794jnz2wfhxfj87gzl2zvzu0k5,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,110000.000000000000000000,ujuno,110000
juno1qdtdxf9wa8tna2q84s6s0paqxpydlrsh8h3nku,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,78095536.000000000000000000,ujuno,78095536
juno1qd74hfy9zm3uxj2sjxx84v667xkhzvr4tafvux,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,12302197.000000000000000000,ujuno,12302197
juno1qwfnsnp5yw3auejazhaml4hv83g4spmy765u8w,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,10080000.000000000000000000,ujuno,10080000
juno1qwnzgf39larxkpmvzqu9yvlzmw5f7dnve8u7mz,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,17000000.000000000000000000,ujuno,17000000
juno1q0zawu07dfzjz3g87rruq8gpahjjglxtyr76v8,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,5000000.000000000000000000,ujuno,5000000
juno1q09dnap4jzspca52gkx79nejw8m5v20q7dlzl7,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,225000000.000000000000000000,ujuno,225000000
juno1q0vjv8ldw5nl0e05hn92zxt6r0m46508wruked,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,36757081.000000000000000000,ujuno,36757081
juno1qsg2sxjwhj09hjwan4dfwxx4ll3vx9k6xuny8r,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,2001000.000000000000000000,ujuno,2001000
juno1qsf9kc055yu0lhdeue2jxd86efr79d9uz6g0wd,junovaloper1jc9fr7s5kal8878trt86ne0k353r4yd6a60zak,22000000.000000000000000000,ujuno,22000000
