delegation/delegator_address,delegation/validator_address,delegation/shares,balance/denom,balance/amount
juno1q85k7an4hwkwhfjcxtkkn6at5p07cgmcwujzn5,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,10001001.093404603491912765,ujuno,10000001
juno1q229xzcteckphq247ufx7e4eq3jha0rxv9fzsc,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,107322.732194872399359555,ujuno,107312
juno1qt8qa27jzlfk8tsehp3fvltdnnn0u04g2ket3f,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,511000000.000000000000000000,ujuno,510948900
juno1qt8sa47jfhprpm5fqqd5mwqd7ugdn2gpyfe8fu,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,205020.501912744179411490,ujuno,205000
juno1qdv9r34uhwr4xm6rgr3r9s08aujfgmwk8qgsnx,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,9801929.186346585380291766,ujuno,9800949
juno1qjhas9zcsyk6tff8lyml9q2wpv94ycmw08dkk6,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,1100.110010196678712678,ujuno,1100
juno1qnlwh9mqw5vhdpzwa0mazk7z6aeke5jyyfs8hq,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,9103.910385142625203976,ujuno,9103
juno1q445yv6xkkgavfqqez54dhty8wjhl8933w7pfc,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000200.018748558182031943,ujuno,2000000
juno1prx44ulmzc6dxwvz2ff3h8j6mnemhvjhnzuzu3,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,1100.110010196678712678,ujuno,1100
juno1pf2xygqj7l3lpyprvrvtxgxf34djq4a9vdm4af,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000200.018660918823526734,ujuno,2000000
juno1pwj2k29mq2u4sfm89hv5prhuajw320tfg39489,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,0.000183942235630816,ujuno,0
juno1pkgcehqzft9npdhg0j7dkfm83yjk3j89kvlmek,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000.200018683626463495,ujuno,2000
juno1zp9z553y6v84ec6tryx6h24zygqudvvdfatgh7,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,3750.375034989222794112,ujuno,3750
juno1zx65jmff6rtlueydumdwmvwfa7qzvednydppe6,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2207811.779688974167554914,ujuno,2207591
juno1zcvsaz0ce5l2azu6hd92x4khv5dvhspgzqj72j,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,11001.100102189447294827,ujuno,11000
juno1za4zkve2p0098vshn3m5uywsmfjnj4k02uhtpt,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000.200018660918823526,ujuno,2000
juno1rdhuw69v77pxryn0dnpnmd0dztjtg3345hxac8,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,1100.110010263505352939,ujuno,1100
juno1rnmq4lyur9n8l77dhmfgst9zmg9k8sjmxr3vp9,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,1100.110010196678712678,ujuno,1100
juno1rk6ng863fhnlkkqgcrx7vgvzsp0xvaqpmm6ppv,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2100.210019617807786670,ujuno,2100
juno1r6mmc07w893sxv07k7t5scsdrrmrwmpgmnkgaq,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000200.018660918823526734,ujuno,2000000
juno1ra37z43uqeah9c8e6v6lacq2g5my8xwlax08ra,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,24858882062.329701434823913889,ujuno,24856396192
juno1y9lvgejjq3tcdh6k4k8cyjkt4tpnxtdy9zjdvm,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,250.025002322487438518,ujuno,250
juno1ygkx4azqv6z756fpn0lg32cgkzg0mvuctdw58t,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,0.001296586941810321,ujuno,0
juno1y2vsx3mrlthcmqa94x5a0srljkkgd8km4xh84k,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,85008500.790051475442573568,ujuno,85000000
juno1ywvwf325fn8mkrnjfk9mmwlthkzmu7hw9vmc2z,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,250.025002322487438518,ujuno,250
juno1y3gjna83njcf6tatgg7u6v8g3qym6zwts2ttf5,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,50005000.472681331770987494,ujuno,50000000
juno1y4qhv2nsjqp26u9lqne7d778n696dunlu8jzcf,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2200.220020551989109844,ujuno,2200
juno19pxhpn7hddkg79vcgau3m3dwvqf5dgm3eeeapz,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,0.000126204385078902,ujuno,0
juno190g5j8aszqhvtg7cprmev8xcxs6csra7xnk3n3,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,16700900083.974134705870306943,ujuno,16699230006
juno193hm4df756lz2du0cpex24kqc9z2evkzy66ppf,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,6084557.451659480324412882,ujuno,6083949
juno19nh0y7ma3528z7y89vtu8elmw4c2gqwpttx3fr,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,9598.959889772483434885,ujuno,9598
juno19cmcf95nunegcxpeedsceldtpd5macsx4t65ja,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,114551.455061873848209776,ujuno,114540
juno1xqcsgnp98sqflguaf8cvmxky2f947n9z4u0l8m,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,7871.787173619422495935,ujuno,7871
juno1xpyglnn8m2w270d5ttjd7muk6nx0lpnjztgd5y,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,20002.000187682570448958,ujuno,20000
juno1x4y9302u7g8cqsjpj4grg5ays3y02v4w5qjz46,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000.200018660918823526,ujuno,2000
juno1x4nsrhgak74fne0gv66alfje64cqgfs8pe37nt,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,0.000506299953032399,ujuno,0
juno1xkgpk4p37r3uka8qpvlj2htjctxl84z2dft3e2,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,1100.110010263505352939,ujuno,1100
juno1xkvp64r3k9x6v2z5c2cncwulyvfxr6krp3s4ll,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,2000.200018660918823526,ujuno,2000
juno18qw9ydpewh405w4lvmuhlg9gtaep79vy2gmtr2,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,50000000000.000000000000000000,ujuno,49995000037
juno182aquzgkcj6509k8l7setrn6vvpu74kpyasvl3,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,1100.110010196678712678,ujuno,1100
juno18t3kjhgnkjw5xc27nj2qr4x56kfw6xvs7vveyw,junovaloper1mkwjmcya6329eyjkswlzeshaqsuc2m5q0mn04y,250.025002322487438518,ujuno,250
