delegation/delegator_address,delegation/validator_address,delegation/shares,balance/denom,balance/amount
juno1qqrealw66hljd36lz20pz7z4z40x33mqh2ds74,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,9500000.000000000000000000,ujuno,9500000
juno1qq4hr8p8f2j90fmrqeleydvkpp3yzxgrpp7c9r,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,85026013.000000000000000000,ujuno,85026013
juno1qpw7vtx2w0yqygee2r9xrtuz2v3n2kcr7peekl,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,10300000.000000000000000000,ujuno,10300000
juno1qp323trkmftyttkdnfrxa0z856wtaukxsksmpg,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,14406613.000000000000000000,ujuno,14406613
juno1qp430mv3grckzha7m0h34gd4ew5gts6v20ec0j,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,6750000.000000000000000000,ujuno,6750000
juno1qpkj5hw2trfysyrfrwkel7j02wulak06frtm45,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,3576098.000000000000000000,ujuno,3576098
juno1qpm4ntl4dwk5vv02kcuntfukncw5ekahmvgc6h,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,10057564.000000000000000000,ujuno,10057564
juno1qpac8q0ky745zmfpenc5cnn8jd24vzrn0nl8np,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,100000000.000000000000000000,ujuno,100000000
juno1qzg8gxsxmus6wxs704ngz93a8tvmxka2a2fluq,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,10.000000000000000000,ujuno,10
juno1qz4qh0n7k8m3qg98e3ddn23pk3paarv0md9ds5,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,45379344.000000000000000000,ujuno,45379344
juno1qz4e3fzvf28zw5zl5jypzp5us9mk8z6u7dmva8,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,10.000000000000000000,ujuno,10
juno1qzkd87z0trdrvfq6f5mr5yyk74fcdsm9cumtrm,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,48039727.000000000000000000,ujuno,48039727
juno1qzm9j00tpygs0f5kpw5a2dpjkhz8s26ymgue9u,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,5000000.000000000000000000,ujuno,5000000
juno1qzmfpr6fva3tqzmg5wh28ne36nw7z397m5pm6p,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,20000000.000000000000000000,ujuno,20000000
juno1qrpl2yqf4gwljw9vtfzmvhfv3jlc0lgptpy9qg,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,30010000.000000000000000000,ujuno,30010000
juno1qryr8feumlew3a7umfu770z4zs8tpzst25cz7n,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,34358.000000000000000000,ujuno,34358
juno1qryf6wja8fx0aad58x8j8z7vvysqx5xzrpmgyl,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,8207356.000000000000000000,ujuno,8207356
juno1qr94p504tdcnp846jr0fe09ru7k6jx8ta4r5v7,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,7106656.000000000000000000,ujuno,7106656
juno1qrhmpf2nj02w2evprs64adetvd9fxwkxvk4k30,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,1000050.000000000000000000,ujuno,1000050
juno1qyr7q7nkdafuxe9anww5554cryuwhgfkz497yw,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,27500000.000000000000000000,ujuno,27500000
juno1qy9syn2enzfufd0deydhpn9jmshc5vs6z2wvhv,junovaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9uxyejze,23666520.000000000000000000,ujuno,23666520
