delegation/delegator_address,delegation/validator_address,delegation/shares,balance/denom,balance/amount
juno1qp9w9ssapq6z2vgwurthpdeltjc2smwykqp6x4,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,6924343.000000000000000000,ujuno,6924343
juno1qywmwaskh9l4sakxhudqnell4x4c3x0uv72f4k,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,8000.000000000000000000,ujuno,8000
juno1qwqe792ag6p0fg44nk3f2qcredn4lu695qr6h6,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,20000000.000000000000000000,ujuno,20000000
juno1q0646nyzuaa88dcxl6n2wfhdglm40q5wsa9kfl,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,100.000000000000000000,ujuno,100
juno1q3q8qujglwcfgnudnt7kwwrucmpp5n9590n8vp,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,290.000000000000000000,ujuno,290
juno1qjjdxze2n6usqse4g4wzgmz9f8f66w3ckgg533,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,20090000.000000000000000000,ujuno,20090000
juno1qj5wzu3umvhm789hr2tn8mr4hrwyr83h3slv5j,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,101000.000000000000000000,ujuno,101000
juno1qnvme07zjqfaatqydnacshz55ne8g64409c4fa,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,125.000000000000000000,ujuno,125
juno1q5rfhlfqgwsk4486agr070x5yvkwsnyqet4p8d,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,1001000.000000000000000000,ujuno,1001000
juno1qkegz63js7vdv9jmtuwv356krkhvpph6k5d97q,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,100000.000000000000000000,ujuno,100000
juno1q7pz6hjnlupm4rlx487ldf08dv7qyappz0e72j,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,9573.000000000000000000,ujuno,9573
juno1q7hl5rd4l7nwmt73y3hvqjv6hawyl60r55upvg,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,520350000.000000000000000000,ujuno,520350000
juno1pqncad6ykj820rg9uvwf20zeyyh60tc7rpfv9t,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,8766.000000000000000000,ujuno,8766
juno1p2dzwwshjjgqppxdqfcxqeswwdtel0s0tk332f,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,182126980.000000000000000000,ujuno,182126980
juno1pdn54hjvkxmcd3ptwy8nfkeqsxpwaqlclw8j3l,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,1100.000000000000000000,ujuno,1100
juno1p5y6awal5mdqvjtmxaa50d6q0wtj5hnjvxhwhd,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,5100000.000000000000000000,ujuno,5100000
juno1pcvuzzt9u35qp353wq0vyh6wj9s7sxepmyqapf,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,876207.000000000000000000,ujuno,876207
juno1p6vnau8q36hafxjee2722lal7dgyuqu8dgh73w,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,51800000.000000000000000000,ujuno,51800000
juno1pm9cfs8dzzpwerj50vpaxjkem86np4lkrd9c84,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,108000000.000000000000000000,ujuno,108000000
juno1zrnvqkxuvfty9c2mgukefryjvnacf5na8smqyt,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,3437060.000000000000000000,ujuno,3437060
juno1zg4alsgu48dl8h3vp5la6zr6wm2l3ar0wmnr8c,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,34000000.000000000000000000,ujuno,34000000
juno1zthyparxg29vq28csu683curze3wajh3std2yj,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,10480607.000000000000000000,ujuno,10480607
juno1zs6mh24v6ft703u2u3hrz5k72nrq2etgyptusv,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,9483742.000000000000000000,ujuno,9483742
juno1z3dd7dhpgppnh3gls6us64wecypu2s4vx0mwum,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,4500000.000000000000000000,ujuno,4500000
juno1z5calqrvd62984evfj6wyh08a49apk6u09dq8j,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,1100.000000000000000000,ujuno,1100
juno1zhwy4a44jal3jqsg7exeq79q75m0trfeffrz9d,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,50046261.000000000000000000,ujuno,50046261
juno1zm6uvdzv4qfg6m4uljxw0dkz7mmpkpy6kej8rx,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,8700000.000000000000000000,ujuno,8700000
juno1z74ey263de7x2vq76h7kjd5qn5nk80tyw0f595,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,500000.000000000000000000,ujuno,500000
juno1rg37lmmxhaam6scxxs2x94e2jxcpy9trcf4p9d,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,5000000.000000000000000000,ujuno,5000000
juno1rdkfvdrvmxw7zlazwaqnuusm75ql60eq62xapv,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,4965347.000000000000000000,ujuno,4965347
juno1rwyudstsrkzcllhflrj2ewuml9j6dfyjmy7y6m,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,2000.000000000000000000,ujuno,2000
juno1rwnlgzg9gl7s22cedwc773ejav932phsphd3g0,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,4000000.000000000000000000,ujuno,4000000
juno1r020k5d5p9sc2ytpa38dt56vup8m42yas8ukas,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,4000000.000000000000000000,ujuno,4000000
juno1r339wevfgcc074x9xtceh994mzmargf6thcngl,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,14000000.000000000000000000,ujuno,14000000
juno1r3ac2czp0wpprganfvajqng0lntswa0lfmdaud,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,2000000.000000000000000000,ujuno,2000000
juno1rky7natcx07xujh2nkj4lt9ms3hcdtgkaa434r,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,40000000.000000000000000000,ujuno,40000000
juno1r6uumwjkzc48hks8lg7zlgckts59rn7lthfnrk,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,10000.000000000000000000,ujuno,10000
juno1rmzptymwq859ts34zu92z55a5rpadm6w0s4kj4,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,8000.000000000000000000,ujuno,8000
juno1rahav5a5eczgpcqdfukfsmetwgzh2c9cte3syu,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,750000.000000000000000000,ujuno,750000
juno1r7wuw3408nsj9mftu5t7z3573z89mpzllgzlxh,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,25000000.000000000000000000,ujuno,25000000
juno1yqg4qpstl82rrf9cketcxu4ywn7dzwe7787qev,junovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgj6jfwcp,2300.000000000000000000,ujuno,2300
